"cod_person","var_nuevo","p606n","p606","dominio","p101","p105a","p105b","p110a1","p110c","p110c1","p1142","p1144","nbi1","nbi2","nbi3","nbi4","nbi5","p612n","p612a","codperso","p203","p207","p208a","p209","p300a","p301a","p301d","p301a0","p306","p313","p314d","p401h1","p401h2","p401h4","p401h5","p401h6","p501","p513t","p513a2","p524a1","p556t1","p558c"
"0050070121101","00500701211",3,2,4,4,5,0,1,1,24,1,1,0,0,0,0,0,7,1,"01",1,2,22,6,4,7,1,0,2,6,1,2,2,2,2,2,1,73,3,800,350,6
"0050070501103","00500705011",3,2,4,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"03",5,1,22,6,4,9,1,0,2,6,1,2,2,2,2,2,2,0,0,0,750,6
"0050090561103","00500905611",3,2,4,4,1,198,1,1,24,1,1,0,1,0,0,0,7,0,"03",3,2,19,6,4,6,1,1,2,3,1,2,2,2,2,2,1,7,1,0,350,6
"0050090841101","00500908411",3,2,4,4,1,128,1,1,24,1,0,0,0,0,0,0,7,0,"01",1,2,22,5,4,7,1,0,2,3,1,2,2,2,2,2,1,42,2,600,500,6
"0050270441104","00502704411",3,2,7,1,2,0,2,2,0,1,1,0,0,0,0,0,7,1,"04",3,1,22,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,5
"0050360521103","00503605211",3,2,7,1,6,0,2,1,24,1,0,0,0,0,0,0,7,0,"03",3,1,19,6,4,6,1,1,2,1,1,2,2,2,2,2,2,0,0,0,256,6
"0050380341105","00503803411",3,2,7,1,2,0,1,2,0,1,1,0,0,1,0,0,7,3,"05",5,2,22,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0050450131104","00504501311",3,2,7,1,2,0,1,2,0,1,0,0,0,0,0,0,7,0,"04",3,1,21,6,4,6,1,1,2,1,1,2,2,2,2,2,1,38,7,0,350,6
"0050450401102","00504504011",3,2,7,1,1,148,1,2,0,1,1,0,0,0,0,0,7,0,"02",2,2,22,1,4,7,1,0,2,10,1,2,2,2,2,2,1,70,5,1500,350,6
"0050450561102","00504505611",3,2,7,1,2,0,1,2,0,1,1,0,0,0,0,0,7,0,"02",3,1,22,5,4,6,1,1,2,1,1,2,2,2,2,2,1,42,0,0,0,6
"0050490031104","00504900311",3,2,7,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"04",3,1,19,6,4,6,1,1,2,9,1,2,2,2,2,2,2,0,0,0,350,6
"0050490241103","00504902411",3,2,7,1,2,0,1,1,24,1,0,0,1,0,0,0,7,0,"03",3,1,22,6,4,6,1,1,2,1,1,2,2,2,2,2,2,0,0,0,0,6
"0050870981103","00508709811",3,2,7,1,6,0,2,1,24,1,0,0,0,0,0,0,7,1,"03",3,1,19,6,4,7,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,7
"0050880171103","00508801711",3,2,7,1,2,0,1,1,24,1,1,0,0,1,0,0,7,1,"03",3,2,20,6,4,6,1,0,1,0,1,2,2,2,2,2,1,29,1,90,270,6
"0050880221103","00508802211",3,2,7,1,2,0,1,1,24,1,0,0,0,1,0,0,7,0,"03",3,1,19,6,4,6,1,1,2,1,1,2,2,2,2,2,1,12,2,100,270,6
"0050890091103","00508900911",3,2,7,1,2,0,2,1,24,1,1,0,0,0,0,0,7,0,"03",3,2,22,6,4,9,2,0,1,0,1,2,2,2,2,2,1,14,1,0,350,6
"0050890551102","00508905511",3,2,7,1,2,0,1,1,24,1,0,0,0,0,0,0,7,0,"02",3,2,19,6,4,6,1,1,2,1,2,2,2,2,2,2,1,48,3,200,350,6
"0051202241103","00512022411",3,2,7,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,2,19,6,4,6,2,0,1,0,1,2,2,2,2,2,2,0,0,0,350,6
"0051210361103","00512103611",3,2,7,1,2,0,1,1,24,1,0,1,0,0,0,0,7,1,"03",5,1,20,6,4,6,1,1,2,9,2,2,2,2,2,2,1,56,1,200,0,6
"0051211161103","00512111611",3,2,7,1,2,0,2,2,0,1,0,1,0,0,0,0,7,1,"03",3,1,19,6,4,6,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0051341371103","00513413711",3,2,4,1,2,0,2,1,24,1,1,0,0,0,0,0,7,1,"03",3,2,19,6,4,7,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0051350301103","00513503011",3,2,4,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,2,22,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,7
"0051350481103","00513504811",3,2,4,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"03",3,2,21,6,4,6,1,1,2,1,NA,2,2,2,2,2,1,68,2,600,0,7
"0051350821103","00513508211",3,2,4,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,21,6,4,6,1,0,1,0,1,2,2,2,2,2,1,4,3,0,0,6
"0051810061103","00518100611",3,2,2,1,6,0,1,1,12,1,1,0,0,0,0,0,7,1,"03",3,1,21,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,350,6
"0051840061102","00518400611",3,2,2,1,2,0,1,1,6,1,1,0,0,0,0,0,7,1,"02",3,2,22,6,4,9,1,0,2,6,1,2,2,2,2,2,2,14,1,0,0,6
"0051860331104","00518603311",3,2,2,1,1,500,1,1,6,1,1,0,0,0,0,0,7,1,"04",3,1,22,1,4,9,2,0,2,2,1,2,2,2,2,2,1,35,2,930,0,6
"0051860331105","00518603311",3,2,2,1,1,500,1,1,6,1,1,0,0,0,0,0,7,1,"05",4,2,22,1,4,9,2,0,2,1,1,2,2,2,2,2,1,48,1,930,350,6
"0051870521103","00518705211",3,2,2,1,2,0,1,1,4,1,1,0,0,0,0,0,7,2,"03",3,2,19,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0051920241103","00519202411",3,2,2,1,2,0,1,1,4,1,1,0,0,0,0,0,7,1,"03",3,2,22,6,4,6,1,1,2,5,NA,2,2,2,2,2,2,0,0,0,0,6
"0051920241104","00519202411",3,2,2,1,2,0,1,1,4,1,1,0,0,0,0,0,7,1,"04",3,1,20,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0051920851102","00519208511",3,2,2,1,2,0,1,1,6,1,1,0,0,0,0,0,7,1,"02",5,1,21,6,4,6,1,0,1,0,1,2,2,2,2,2,1,24,0,600,0,6
"0051930731105","00519307311",3,2,2,1,2,0,1,1,4,1,1,0,0,0,0,0,7,1,"05",5,2,21,6,4,9,2,0,2,3,1,2,2,2,2,2,2,0,0,0,0,4
"0052090901103","00520909011",3,2,2,1,3,0,1,1,10,1,1,0,0,0,0,0,7,1,"03",3,1,22,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0052100671103","00521006711",3,2,2,1,2,0,1,1,6,1,1,0,0,0,0,0,7,1,"03",3,1,22,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0052151471103","00521514711",3,2,2,1,2,0,1,1,4,1,1,0,0,0,0,0,7,0,"03",3,1,19,6,4,6,1,1,2,2,1,2,2,2,2,2,1,36,6,180,350,6
"0052220651102","00522206511",3,2,2,1,6,0,1,1,12,1,1,0,0,0,0,0,7,1,"02",3,2,21,6,4,9,2,0,1,0,1,2,2,2,2,2,1,42,3,150,0,6
"0052370911104","00523709111",3,2,5,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"04",3,1,21,6,4,6,1,1,2,9,1,2,2,2,2,2,2,12,1,0,0,6
"0052460081106","00524600811",3,2,5,1,2,0,1,1,14,1,1,0,0,0,0,0,7,3,"06",4,2,22,2,4,9,2,0,2,1,1,2,2,2,2,2,2,0,0,0,0,6
"0052560131103","00525601311",3,2,5,1,6,0,1,1,24,1,0,0,0,0,0,0,7,0,"03",3,2,22,6,4,7,1,0,1,6,2,2,2,2,2,2,2,0,0,0,350,1
"0052561031103","00525610311",3,2,5,2,6,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,20,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,1
"0052600491103","00526004911",3,2,5,2,1,500,1,1,24,1,1,0,0,0,0,0,7,4,"03",3,1,21,6,4,6,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,2
"0052700151105","00527001511",3,2,5,1,2,0,1,1,24,1,0,0,0,0,0,0,7,0,"05",11,2,22,6,1,8,1,0,2,2,2,2,2,2,2,2,1,48,5,1500,0,1
"0052970101103","00529701011",3,2,5,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"03",3,1,20,6,1,7,1,0,1,0,1,2,2,2,2,2,1,8,0,40,0,1
"0052970121103","00529701211",3,2,5,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"03",3,1,20,6,1,7,1,0,1,0,1,2,2,2,2,2,1,16,1,50,0,1
"0053130211103","00531302111",3,2,5,1,2,0,1,1,24,1,0,0,0,0,0,0,7,0,"03",3,1,19,6,1,6,1,1,2,2,2,2,2,2,2,2,2,18,1,0,270,1
"0053130491103","00531304911",3,2,5,1,2,0,2,2,0,1,1,0,0,0,0,0,7,1,"03",3,1,22,6,1,9,1,0,1,0,1,2,2,2,2,2,2,2,1,0,270,1
"0053130491104","00531304911",3,2,5,1,2,0,2,2,0,1,1,0,0,0,0,0,7,1,"04",3,2,20,6,1,6,1,1,2,3,2,2,2,2,2,2,2,0,0,0,270,1
"0053211801103","00532118011",3,2,5,1,2,0,2,1,24,1,0,0,0,1,0,0,7,0,"03",3,2,22,1,1,6,1,1,2,1,1,2,2,2,2,2,2,47,1,0,350,1
"0053460961105","00534609611",3,2,6,4,2,0,1,1,12,1,1,0,0,0,0,0,7,0,"05",3,2,19,6,4,7,1,0,1,0,1,2,2,2,2,2,2,0,0,0,200,6
"0053460961106","00534609611",3,2,6,4,2,0,1,1,12,1,1,0,0,0,0,0,7,0,"06",3,2,21,5,4,6,1,1,2,3,1,2,2,2,2,2,1,60,4,930,0,1
"0053540701102","00535407011",3,2,6,2,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"02",11,1,21,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,350,6
"0053541401103","00535414011",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"03",3,1,20,6,4,6,1,1,2,1,1,2,2,2,2,2,1,39,1,0,350,6
"0053610201105","00536102011",3,2,6,1,6,0,1,1,24,1,1,0,0,0,0,0,7,1,"05",3,1,20,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0053620951103","00536209511",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,2,21,6,4,8,1,0,2,2,1,2,2,2,2,2,1,40,0,1000,350,1
"0053621241104","00536212411",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"04",3,2,21,1,1,6,1,1,2,1,1,2,2,2,2,2,2,13,3,0,650,1
"0053621241107","00536212411",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"07",3,1,19,1,1,6,1,1,2,1,3,2,2,2,2,2,1,32,2,180,350,1
"0053660551103","00536605511",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,22,6,1,8,1,0,2,3,1,2,2,2,2,2,1,16,6,0,0,1
"0053660551104","00536605511",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"04",3,1,20,6,1,9,1,0,1,0,1,2,2,2,2,2,1,12,6,0,920,1
"0053941921103","00539419211",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"03",3,1,20,6,1,6,1,1,2,3,1,2,2,2,2,2,1,40,2,200,350,1
"0053950681103","00539506811",3,2,6,1,2,0,1,1,14,1,0,0,0,0,0,0,7,0,"03",3,2,22,6,4,6,1,1,2,1,1,2,2,2,2,2,1,10,3,0,300,1
"0053952301103","00539523011",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"03",3,1,21,6,1,8,2,0,2,3,1,2,2,2,2,2,1,45,1,1800,0,1
"0053971061103","00539710611",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"03",3,1,21,6,1,6,1,1,2,2,1,2,2,2,2,2,1,8,1,200,350,1
"0054090981102","00540909811",3,2,6,1,6,0,1,1,24,1,1,0,0,0,0,0,7,2,"02",11,1,19,6,1,6,1,1,2,3,1,2,2,2,2,2,1,16,3,120,350,1
"0054092571102","00540925711",3,2,6,1,2,0,1,1,24,1,0,0,0,0,0,0,7,0,"02",3,1,20,6,1,6,1,1,2,3,1,2,2,2,2,2,1,24,3,150,0,1
"0054230241104","00542302411",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,1,7,0,"04",3,2,21,1,1,6,1,1,2,5,NA,2,2,2,2,2,2,0,0,0,350,1
"0054230351103","00542303511",3,2,6,1,2,0,1,1,24,1,0,0,0,0,0,0,7,0,"03",3,1,19,6,1,6,1,1,2,1,1,2,2,2,2,2,2,0,0,0,0,6
"0054270681101","00542706811",3,2,6,1,6,0,1,1,24,1,0,0,0,0,0,0,7,0,"01",1,1,20,1,1,6,1,1,2,1,NA,2,2,2,2,2,1,28,1,600,350,1
"0054270681102","00542706811",3,2,6,1,6,0,1,1,24,1,0,0,0,0,0,0,7,0,"02",2,2,20,1,1,6,1,1,2,1,NA,2,2,2,2,2,2,0,0,0,350,1
"0054411141106","00544111411",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"06",3,2,21,6,1,6,1,1,2,3,1,2,2,2,2,2,1,42,7,0,0,1
"0054412731103","00544127311",3,2,6,1,2,0,1,1,24,1,0,0,0,0,0,0,7,1,"03",3,1,21,6,1,8,2,0,2,3,1,2,2,2,2,2,1,24,7,120,0,1
"0054412731104","00544127311",3,2,6,1,2,0,1,1,24,1,0,0,0,0,0,0,7,1,"04",3,1,19,6,1,6,1,1,2,3,NA,2,2,2,2,2,1,40,6,250,0,1
"0054570871104","00545708711",3,2,6,1,2,0,2,1,24,1,1,0,0,0,0,0,7,2,"04",3,2,21,6,1,9,1,0,2,6,1,2,2,2,2,2,2,0,0,0,350,1
"0054580491103","00545804911",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,2,"03",3,1,22,6,1,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,920,6
"0054580491104","00545804911",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,2,"04",3,1,22,6,1,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,920,1
"0054580611104","00545806111",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,2,"04",3,1,22,6,1,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0054590091103","00545900911",3,2,6,1,2,0,2,1,24,1,1,0,0,0,0,0,7,2,"03",3,1,20,6,1,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,1
"0054590091104","00545900911",3,2,6,1,2,0,2,1,24,1,1,0,0,0,0,0,7,2,"04",3,1,20,6,1,9,2,0,1,6,1,2,2,1,2,2,2,0,0,0,850,1
"0054590101103","00545901011",3,2,6,1,2,0,2,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,21,6,1,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,920,1
"0054620031103","00546200311",3,2,6,1,2,0,1,1,24,1,0,0,0,0,0,0,7,0,"03",3,2,22,6,4,9,1,0,1,0,1,2,2,2,2,2,1,70,0,1000,0,1
"0054620721102","00546207211",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"02",3,1,21,6,1,6,1,1,2,1,1,2,2,2,2,2,2,49,1,0,350,1
"0054681071102","00546810711",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"02",3,2,19,6,1,7,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,1
"0054690441102","00546904411",3,2,6,1,2,0,2,1,12,1,1,0,0,0,0,0,7,1,"02",2,2,22,1,1,6,1,1,2,1,NA,2,2,2,2,2,1,9,6,0,0,1
"0054692391103","00546923911",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"03",3,1,19,6,1,6,1,1,2,1,1,2,2,2,2,2,1,9,1,0,0,1
"0054770441103","00547704411",3,1,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,2,"03",3,2,19,6,4,7,2,0,2,6,1,2,2,2,2,2,2,0,0,0,0,5
"0054771071103","00547710711",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,3,"03",3,2,20,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0054880251107","00548802511",3,2,6,1,6,0,1,1,24,1,1,0,0,0,0,0,7,3,"07",10,1,19,6,4,9,1,0,2,6,1,2,2,2,2,2,2,0,0,0,200,7
"0054880361102","00548803611",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"02",3,2,19,6,4,6,2,1,2,3,1,2,2,2,2,2,2,0,0,0,550,1
"0055150121102","00551501211",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"02",3,1,22,6,4,10,2,0,2,3,1,2,2,2,2,2,2,0,0,0,0,6
"0055150951104","00551509511",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,2,"04",3,2,19,6,4,6,1,0,1,0,1,2,2,2,2,2,1,16,6,600,0,8
"0055151431104","00551514311",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,5,"04",5,2,20,6,4,9,2,0,1,0,1,2,2,2,2,2,1,9,1,1000,500,6
"0055180241103","00551802411",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,2,"03",3,1,21,6,4,6,1,1,2,2,1,2,2,2,2,2,1,48,0,0,0,6
"0055180241104","00551802411",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,2,"04",3,2,19,6,4,6,1,1,2,1,NA,2,2,2,2,2,1,5,1,15,0,6
"0055220091102","00552200911",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"02",3,2,21,6,4,9,1,0,2,6,1,2,2,2,2,2,2,0,0,0,0,6
"0055220471101","00552204711",3,2,6,1,1,300,1,1,24,1,1,0,0,0,0,0,7,0,"01",1,1,22,1,4,7,2,0,2,6,1,2,2,2,2,2,1,72,0,930,0,6
"0055240291104","00552402911",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,3,"04",3,2,22,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0055240431103","00552404311",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,2,21,6,4,9,2,0,2,2,1,2,2,2,2,2,1,24,0,200,0,6
"0055251111103","00552511111",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,21,6,4,9,2,0,1,0,1,2,2,2,2,2,2,2,0,0,0,6
"0055270181102","00552701811",3,2,6,1,6,0,1,1,24,1,1,0,0,0,0,0,7,0,"02",3,1,20,6,4,6,1,1,2,2,1,2,2,2,2,2,1,45,0,360,0,6
"0055270181106","00552701811",3,2,6,1,6,0,1,1,24,1,1,0,0,0,0,0,7,0,"06",3,1,22,6,4,6,1,1,2,2,1,2,2,2,2,2,1,45,0,420,0,4
"0055390651102","00553906511",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,2,"02",3,1,21,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,400,6
"0055592321103","00555923211",3,1,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,4,"03",3,1,22,6,4,10,2,0,2,3,1,2,2,2,2,2,1,40,10,2000,0,6
"0055592321104","00555923211",3,1,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,4,"04",3,2,19,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0055670051103","00556700511",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"03",3,2,19,6,4,6,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0055670631104","00556706311",3,2,6,1,1,800,1,1,24,1,1,0,0,0,0,0,7,2,"04",5,1,19,6,4,6,2,1,2,3,1,2,2,2,2,2,2,0,0,0,0,7
"0055671621102","00556716211",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"02",11,2,22,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,100,6
"0055671621103","00556716211",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",11,1,21,6,4,9,1,0,1,0,1,2,2,2,2,2,1,1,3,0,100,6
"0055700891104","00557008911",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"04",3,1,22,6,4,9,2,0,2,6,1,2,2,2,2,2,2,40,1,0,350,6
"0055701091103","00557010911",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,22,6,4,8,1,0,1,0,1,2,2,2,2,2,2,0,0,0,350,6
"0055701091104","00557010911",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"04",3,1,20,6,4,8,1,0,2,3,1,2,2,2,2,2,2,0,0,0,0,6
"0055750031203","00557500312",3,2,6,1,2,0,1,1,24,1,0,0,0,0,0,0,7,0,"03",3,2,21,6,4,8,2,0,2,3,2,2,2,2,2,2,2,0,0,0,0,1
"0055750341103","00557503411",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,20,6,4,7,2,0,1,0,1,2,2,2,2,2,2,4,6,0,0,6
"0055800121103","00558001211",3,1,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,4,"03",3,2,22,6,4,9,2,0,1,0,1,2,2,2,2,2,1,20,1,180,0,6
"0055800551103","00558005511",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,2,"03",3,2,21,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,4
"0055830351103","00558303511",3,2,6,1,2,0,1,1,4,1,0,0,0,0,0,0,7,1,"03",3,1,21,6,4,7,2,0,2,1,1,2,2,2,2,2,1,55,0,950,0,6
"0055830351104","00558303511",3,2,6,1,2,0,1,1,4,1,0,0,0,0,0,0,7,1,"04",3,1,19,6,4,6,1,1,2,2,1,2,2,2,2,2,1,45,3,1300,0,7
"0055830511103","00558305111",3,2,6,1,2,0,1,1,8,1,1,0,0,0,0,0,7,1,"03",3,2,19,6,4,9,2,0,1,0,1,2,2,2,2,2,1,33,2,120,0,1
"0055890761103","00558907611",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,2,"03",3,2,20,1,4,9,2,0,2,10,2,2,2,2,2,2,2,36,2,0,350,7
"0055900131103","00559001311",3,2,6,1,2,0,1,1,12,1,0,0,0,0,0,0,7,1,"03",3,1,22,6,4,9,2,0,1,0,1,2,2,2,2,2,1,40,4,1595,0,6
"0055910651104","00559106511",3,2,3,1,2,0,2,1,24,1,1,0,0,0,0,0,7,1,"04",3,1,20,6,4,6,1,1,2,1,1,2,2,2,2,2,2,7,0,0,0,6
"0056140051105","00561400511",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"05",3,1,19,6,4,6,1,1,2,1,1,2,2,2,2,2,1,30,7,0,0,1
"0056140951103","00561409511",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"03",3,1,19,6,4,6,1,1,2,2,1,2,2,2,2,2,1,48,5,600,0,1
"0056150301103","00561503011",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"03",3,2,21,6,4,7,2,0,2,1,1,2,2,2,2,2,2,0,0,0,350,6
"0056150461102","00561504611",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"02",3,1,20,6,1,7,2,0,1,0,1,2,2,2,2,2,1,6,0,60,350,1
"0056150461103","00561504611",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,19,6,4,9,1,0,2,6,1,2,2,2,2,2,2,0,0,0,350,1
"0056150911102","00561509111",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"02",3,1,21,6,4,7,2,0,2,1,1,2,2,2,2,2,1,60,4,1100,0,6
"0056390151103","00563901511",3,2,3,1,6,0,1,1,5,1,1,0,0,0,0,0,7,1,"03",3,2,19,6,4,9,2,0,2,6,1,2,2,2,2,2,2,0,0,0,0,6
"0056552731106","00565527311",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"06",5,2,22,6,4,6,1,1,2,2,1,2,2,2,2,2,1,70,0,1039,200,8
"0056552751102","00565527511",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"02",3,1,19,6,4,9,1,0,2,6,2,2,2,2,2,2,2,0,0,0,350,6
"0056791201103","00567912011",3,2,3,1,6,0,1,1,24,1,0,0,1,1,0,0,7,1,"03",3,1,20,6,4,7,2,0,2,6,1,2,2,2,2,2,1,24,0,240,350,6
"0056920071103","00569200711",3,2,5,1,6,0,1,1,24,1,1,0,0,0,0,0,7,0,"03",3,2,20,6,4,7,2,0,2,6,1,2,2,2,2,2,1,54,0,600,350,1
"0056970641103","00569706411",3,2,5,1,6,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,19,6,4,6,1,1,2,3,1,2,2,2,2,2,2,0,0,0,0,6
"0056971341106","00569713411",3,1,5,1,2,0,1,1,24,1,1,0,0,0,0,0,7,2,"06",3,2,22,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,1
"0057010351102","00570103511",3,2,5,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"02",3,1,19,6,4,6,2,1,2,3,1,2,2,2,2,2,2,12,0,0,0,6
"0057010841103","00570108411",3,2,5,1,2,0,1,1,24,1,1,0,0,0,0,0,7,2,"03",3,2,22,6,4,6,2,1,2,2,1,2,2,2,2,2,1,48,3,650,350,6
"0057031741102","00570317411",3,1,5,1,2,0,1,1,24,1,1,0,0,0,0,0,7,2,"02",11,2,21,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,400,1
"0057040331102","00570403311",3,2,5,1,2,0,1,1,24,1,0,0,0,0,0,0,7,0,"02",3,2,19,6,4,6,1,0,1,0,2,2,2,2,2,2,2,0,0,0,0,8
"0057090261104","00570902611",3,2,5,1,2,0,1,1,11,1,1,0,0,0,0,0,7,3,"04",3,1,22,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,2160,1
"0057090961101","00570909611",3,2,5,1,6,0,1,2,0,1,1,0,0,0,0,0,7,0,"01",1,1,20,6,1,9,1,0,1,0,1,2,2,2,2,2,1,36,1,400,150,1
"0057160131103","00571601311",3,2,5,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,20,6,4,6,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0057160711103","00571607111",3,2,5,1,6,0,1,1,24,1,1,0,0,0,0,0,7,0,"03",3,2,19,6,4,7,1,0,1,0,1,2,2,2,1,2,2,0,0,0,0,6
"0057161081103","00571610811",3,2,5,1,6,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,22,6,4,9,1,0,1,0,2,2,2,2,2,2,1,16,1,100,0,1
"0057390031103","00573900311",3,2,7,1,2,0,2,1,24,1,1,1,0,0,0,0,7,0,"03",3,2,19,6,1,7,2,0,1,0,1,2,2,2,2,2,1,65,2,1000,0,1
"0057490221101","00574902211",3,2,5,1,6,0,1,1,24,1,0,0,0,0,0,0,7,0,"01",1,2,22,6,1,7,1,0,1,1,1,2,2,2,2,2,2,28,1,0,0,1
"0057660151103","00576601511",3,2,7,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"03",3,1,19,6,1,6,1,1,2,3,1,2,2,2,2,2,2,0,0,0,350,1
