"cod_person","var_nuevo","p606n","p606","dominio","p101","p105a","p105b","p110a1","p110c","p110c1","p1142","p1144","nbi1","nbi2","nbi3","nbi4","nbi5","p612n","p612a","codperso","p203","p207","p208a","p209","p300a","p301a","p301d","p301a0","p306","p313","p314d","p401h1","p401h2","p401h4","p401h5","p401h6","p501","p513t","p513a2","p524a1","p556t1","p558c"
"0101790781103","01017907811",3,2,1,1,2,0,1,1,4,1,1,0,0,0,0,0,7,1,"03",3,1,20,6,4,6,1,0,2,11,1,2,2,2,2,2,2,0,0,0,0,4
"0101790931105","01017909311",3,2,1,1,2,0,1,1,4,1,1,0,0,0,0,0,7,0,"05",3,1,20,6,4,6,1,0,2,1,1,2,2,2,2,2,1,48,4,1300,0,6
"0101991131102","01019911311",3,2,1,1,1,200,1,1,24,1,1,0,0,0,0,0,7,0,"02",3,2,19,6,4,6,1,1,2,1,2,2,2,2,2,2,2,2,6,0,0,6
"0102000351207","01020003512",3,2,1,1,2,0,1,1,4,1,1,0,0,0,0,0,7,0,"07",3,2,20,5,4,6,1,1,2,10,1,2,2,2,2,2,2,0,0,0,140,6
"0102200141105","01022001411",3,NA,8,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"05",3,2,19,6,4,6,1,1,2,1,1,2,2,2,2,2,1,9,1,380,0,4
"0102200671204","01022006712",3,2,8,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"04",7,1,21,6,4,6,1,1,2,1,1,2,2,2,2,2,1,64,0,130,0,6
"0102200671205","01022006712",3,2,8,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"05",7,1,20,6,4,6,1,1,2,1,1,2,2,2,2,2,1,62,1,230,0,6
"0102201211102","01022012111",3,2,8,1,1,400,1,1,24,1,0,0,0,0,0,0,7,0,"02",3,2,19,6,4,6,1,1,2,2,1,2,2,2,2,2,2,0,0,0,531,6
"0102330551102","01023305511",3,2,8,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"02",3,1,21,6,4,6,1,1,2,2,1,2,2,2,2,2,1,44,0,867,0,6
"0102350261103","01023502611",3,2,8,2,1,4400,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,2,20,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0102400521103","01024005211",3,2,8,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"03",3,2,22,6,4,6,1,1,2,2,1,2,2,2,2,2,1,50,6,1000,0,6
"0102440771103","01024407711",3,2,8,1,3,0,1,1,24,1,1,0,0,0,0,0,7,0,"03",3,2,20,6,4,6,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,2
"0102530231103","01025302311",3,2,2,1,2,0,1,1,1,1,1,0,0,0,0,0,7,1,"03",3,1,19,6,4,6,1,0,1,0,1,2,2,2,2,2,1,26,11,0,350,1
"0102530611105","01025306111",3,2,2,1,6,0,1,1,3,1,0,0,0,0,0,0,7,0,"05",3,1,19,6,4,6,1,1,2,1,NA,2,2,2,2,2,2,0,0,0,0,6
"0102570531105","01025705311",3,2,2,1,6,0,1,1,15,1,0,0,0,0,0,0,7,1,"05",3,1,19,5,4,6,1,1,2,2,1,2,2,2,2,2,1,42,5,360,350,6
"0102630501103","01026305011",3,2,5,1,2,0,1,1,4,1,1,0,1,0,0,0,7,2,"03",5,1,21,6,4,6,1,0,1,0,1,2,2,2,2,2,2,0,4,1200,300,6
"0102631161105","01026311611",3,2,5,1,6,0,1,1,12,1,1,0,0,0,0,0,7,1,"05",3,1,20,6,4,6,1,1,2,3,1,2,2,2,2,2,1,21,7,0,0,6
"0102740431102","01027404311",3,2,7,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"02",3,2,22,6,4,9,2,0,2,6,1,2,2,2,2,2,2,0,0,0,0,6
"0103031101103","01030311011",3,2,1,2,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,20,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,500,4
"0103370411103","01033704111",3,2,6,1,2,0,1,1,3,1,1,0,0,0,0,0,7,1,"03",3,1,21,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,8
"0103451171103","01034511711",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,1,"03",3,2,21,6,1,7,1,0,2,8,2,2,2,2,2,2,1,12,1,0,0,1
"0103481221102","01034812211",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"02",3,1,22,6,4,6,1,1,2,2,NA,2,2,2,2,2,1,40,2,600,350,2
"0103590161103","01035901611",3,2,7,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"03",3,2,21,6,11,6,1,1,2,2,1,2,2,2,2,2,1,40,0,150,350,3
"0103591051103","01035910511",3,2,7,1,1,50,1,1,24,1,1,0,0,0,0,0,7,0,"03",3,1,20,6,4,6,1,1,2,3,1,2,2,2,2,2,1,6,1,30,350,6
"0103640371102","01036403711",3,2,7,1,2,0,1,1,10,1,1,1,0,0,0,0,7,0,"02",3,1,20,6,4,6,1,1,2,1,1,2,2,2,2,2,1,66,0,350,0,4
"0103650381103","01036503811",3,2,7,1,2,0,1,1,8,1,1,0,0,0,0,0,7,0,"03",3,1,19,6,4,7,2,0,1,0,1,2,2,2,2,2,1,30,5,200,0,6
"0103680381104","01036803811",3,2,3,1,2,0,1,1,8,1,1,0,0,0,0,0,7,1,"04",3,1,21,6,4,6,1,1,2,3,1,2,2,2,2,2,2,0,0,0,350,2
"0103680811104","01036808111",3,2,3,1,2,0,1,1,6,1,1,0,0,0,0,0,7,1,"04",3,1,19,6,4,9,1,0,2,6,1,2,2,2,2,2,2,0,0,0,0,2
"0103740841104","01037408411",3,2,1,1,2,0,1,1,8,1,1,0,0,0,0,0,7,1,"04",5,2,22,5,4,9,2,0,1,0,1,2,2,2,2,2,1,30,0,550,0,6
"0103741081103","01037410811",3,2,1,1,3,0,1,1,3,1,1,0,1,0,0,0,7,1,"03",3,2,19,6,4,6,1,1,2,11,1,2,2,2,2,2,2,0,0,0,0,6
"0104020201104","01040202011",3,2,4,3,1,297,1,1,24,1,1,0,1,0,0,0,7,1,"04",3,2,19,6,4,7,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0104020201108","01040202011",3,2,4,3,1,297,1,1,24,1,1,0,1,0,0,0,7,1,"08",5,2,20,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,5
"0104060011103","01040600111",3,2,4,1,2,0,1,1,6,1,0,0,0,0,0,0,7,0,"03",3,1,21,6,4,6,1,1,2,2,1,2,2,2,2,2,1,46,0,0,0,1
"0104220271104","01042202711",3,2,2,1,2,0,1,1,12,1,1,0,0,0,0,0,7,1,"04",3,1,21,6,4,9,2,0,2,10,1,2,2,2,2,2,2,0,0,0,0,6
"0104260101103","01042601011",3,2,2,1,1,750,1,1,11,1,1,0,0,0,0,0,7,1,"03",3,1,21,6,4,9,2,0,1,0,1,2,2,2,2,2,1,40,1,200,0,5
"0104260971104","01042609711",3,2,2,1,2,0,1,1,9,1,1,0,0,0,0,0,7,3,"04",3,1,19,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0104270311102","01042703111",3,2,2,1,3,0,1,2,0,1,1,0,0,0,0,0,7,1,"02",3,2,19,6,4,6,1,1,2,2,1,2,2,2,2,2,1,45,1,175,0,4
"0104270591103","01042705911",3,2,2,1,2,0,1,1,1,1,1,0,0,0,0,0,7,1,"03",3,2,20,6,4,9,2,0,1,0,1,2,2,2,2,2,1,36,2,500,0,6
"0104270851102","01042708511",3,2,2,1,3,0,1,1,1,1,0,0,0,0,0,0,7,0,"02",3,2,19,6,4,6,1,1,2,1,1,2,2,2,2,2,1,63,1,210,350,4
"0104271111104","01042711111",3,2,2,1,3,0,1,2,0,1,1,0,0,0,0,0,7,0,"04",3,1,21,6,4,6,1,1,2,1,1,2,2,2,2,2,1,48,3,300,0,6
"0104410751103","01044107511",3,2,3,1,1,300,1,1,24,1,0,0,0,0,0,0,7,2,"03",3,2,19,6,4,6,1,0,1,0,1,2,2,2,2,2,2,12,4,0,0,1
"0104470141102","01044701411",3,2,3,1,2,0,2,1,5,1,0,0,0,0,0,0,7,0,"02",3,1,20,6,4,7,2,0,1,0,1,2,1,2,2,2,1,2,1,90,350,6
"0104670771102","01046707711",3,2,3,1,2,0,1,1,2,1,0,0,0,0,0,0,7,1,"02",3,2,19,6,4,6,1,1,2,11,1,2,2,2,2,2,2,0,0,0,0,6
"0105380521102","01053805211",3,2,4,1,2,0,2,1,24,1,1,0,0,0,0,0,7,1,"02",3,1,22,6,4,9,2,0,2,1,1,2,2,2,2,2,1,46,3,500,0,6
"0105390301103","01053903011",3,2,4,1,2,0,2,1,16,1,0,0,0,0,0,0,7,1,"03",3,2,21,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0105390631103","01053906311",3,2,4,1,2,0,2,1,24,1,0,0,0,0,0,0,7,1,"03",3,2,20,6,4,7,1,0,1,0,1,2,2,2,2,2,2,0,3,120,0,5
"0105410931103","01054109311",3,2,4,1,2,0,2,1,2,1,1,0,0,0,0,0,7,1,"03",3,1,21,6,4,7,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,4
"0105410931104","01054109311",3,2,4,1,2,0,2,1,2,1,1,0,0,0,0,0,7,1,"04",3,1,19,6,4,6,1,0,1,0,1,2,2,2,2,2,1,9,2,30,0,4
"0105681041107","01056810411",3,2,2,1,1,400,1,1,1,1,1,0,0,0,0,0,7,1,"07",11,2,19,6,4,6,1,1,2,2,1,2,2,2,2,2,1,57,0,240,350,6
"0105810751104","01058107511",3,2,2,1,2,0,1,2,0,1,1,0,0,0,0,0,7,1,"04",3,2,21,6,4,9,1,0,1,6,1,2,2,2,2,2,1,48,3,0,0,6
"0106131171102","01061311711",3,2,4,1,2,0,2,2,0,1,1,0,0,0,0,0,7,1,"02",3,2,20,6,4,9,1,0,2,6,1,2,2,2,2,2,2,0,0,0,920,6
"0106191331103","01061913311",3,2,4,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,21,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,8
"0106310291102","01063102911",3,2,2,1,2,0,1,2,0,1,0,1,0,0,0,0,7,1,"02",3,1,19,6,4,6,1,1,2,2,1,2,2,2,2,2,1,42,0,300,350,1
"0106310781104","01063107811",3,2,2,1,2,0,1,2,0,1,0,0,0,0,0,0,7,0,"04",3,2,20,1,4,7,2,0,2,1,1,2,2,2,2,2,2,0,0,0,0,6
"0106310781107","01063107811",3,2,2,1,2,0,1,2,0,1,0,0,0,0,0,0,7,0,"07",4,1,21,1,4,6,1,1,2,2,1,2,2,2,2,2,1,63,1,800,0,6
"0106350641104","01063506411",3,2,2,1,2,0,1,1,5,1,0,0,0,0,0,0,7,0,"04",7,1,20,6,1,6,1,1,2,2,1,2,2,2,2,2,1,51,6,120,0,6
"0106370071103","01063700711",3,2,2,1,3,0,1,1,12,1,1,0,0,0,0,0,7,1,"03",3,2,19,6,4,9,1,0,1,0,1,2,2,2,2,2,1,2,0,0,50,6
"0106370201105","01063702011",3,2,2,1,3,0,1,1,12,1,1,0,0,0,0,0,7,1,"05",4,2,21,5,4,6,1,1,2,5,1,2,2,2,2,2,2,0,0,0,0,6
"0106370471102","01063704711",3,2,2,1,2,0,1,1,12,1,1,0,0,0,0,0,7,1,"02",3,1,22,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0106370471103","01063704711",3,2,2,1,2,0,1,1,12,1,1,0,0,0,0,0,7,1,"03",3,2,21,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,400,6
"0106421061103","01064210611",3,2,2,2,2,0,1,1,2,1,1,0,0,0,0,0,7,0,"03",3,1,22,6,4,8,2,0,2,2,1,2,2,2,2,2,1,56,5,1025,350,6
"0106510081104","01065100811",3,2,2,1,6,0,1,1,6,1,1,0,0,0,0,0,7,2,"04",7,1,20,6,4,6,1,1,2,2,1,2,2,2,2,2,1,49,3,1350,0,6
"0106830701103","01068307011",3,2,3,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,2,19,6,4,6,1,0,1,0,1,2,2,2,2,2,1,7,4,950,210,2
"0107120151103","01071201511",3,2,3,1,2,0,1,1,24,1,1,0,0,0,0,0,7,3,"03",3,2,19,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,800,6
"0107130631104","01071306311",3,2,4,1,2,0,1,1,4,1,1,0,0,0,0,0,7,2,"04",3,2,19,6,4,9,2,0,1,6,1,2,2,2,2,2,1,46,1,600,0,6
"0107130811102","01071308111",3,2,4,1,2,0,1,1,4,1,0,0,0,0,0,0,7,0,"02",3,1,20,6,4,6,1,0,1,0,1,2,2,2,2,2,1,23,0,0,350,6
"0107220621103","01072206211",3,2,3,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"03",3,1,21,6,4,6,1,1,2,1,1,2,2,2,2,2,1,44,2,300,0,6
"0107490271105","01074902711",3,2,3,1,3,0,1,1,5,1,1,0,0,0,0,0,7,1,"05",7,1,19,6,4,6,1,1,2,2,2,2,2,2,2,2,1,48,3,270,0,6
"0108010011102","01080100111",3,2,3,1,2,0,1,1,8,1,1,0,0,0,0,0,7,2,"02",3,2,22,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0108010011103","01080100111",3,2,3,1,2,0,1,1,8,1,1,0,0,0,0,0,7,2,"03",3,1,19,6,4,6,1,0,1,0,1,2,2,2,2,2,2,0,0,0,300,6
"0108010071105","01080100711",3,2,3,1,2,0,1,1,12,1,1,0,0,0,0,0,7,1,"05",5,1,20,6,4,9,1,0,1,0,1,2,2,2,2,2,1,10,6,50,0,6
"0108010171104","01080101711",3,2,3,1,2,0,1,1,5,1,1,0,0,0,0,0,7,3,"04",3,1,21,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0113260671103","01132606711",3,2,7,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"03",3,1,20,6,4,6,1,1,2,1,1,2,2,2,2,2,1,48,3,0,0,7
"0113300891103","01133008911",3,2,7,1,2,0,2,1,24,1,1,1,1,0,0,0,7,1,"03",3,1,21,6,4,7,2,0,1,0,1,2,2,2,2,2,1,36,0,1200,0,6
"0113300891104","01133008911",3,2,7,1,2,0,2,1,24,1,1,1,1,0,0,0,7,1,"04",3,1,20,6,4,6,1,1,2,1,2,2,2,2,2,2,1,38,2,0,0,6
"0113300901103","01133009011",3,2,7,1,2,0,1,2,0,1,0,1,0,0,0,0,7,0,"03",3,1,21,6,4,6,1,1,2,9,3,2,2,2,2,2,1,14,1,0,0,6
"0113580281103","01135802811",3,2,2,1,2,0,1,1,2,1,1,0,0,0,0,0,7,2,"03",3,2,22,6,4,9,1,0,2,6,1,2,2,2,2,2,1,48,3,340,350,6
"0113580691103","01135806911",3,2,2,1,2,0,1,1,2,1,1,0,0,0,0,0,7,1,"03",3,2,20,6,4,9,2,0,2,6,1,2,2,2,2,2,2,16,1,0,0,6
"0113760041102","01137600411",3,2,4,1,2,0,1,1,24,1,0,0,0,0,0,0,7,0,"02",3,1,21,6,4,6,1,1,2,1,1,2,2,2,2,2,1,8,5,2074,0,6
"0113761151203","01137611512",3,2,4,1,2,0,2,1,24,1,0,0,1,0,0,0,7,0,"03",3,2,20,6,4,6,1,1,2,1,1,2,2,2,2,2,2,0,0,0,350,6
"0113761201102","01137612011",3,2,4,1,2,0,2,1,24,1,1,0,0,0,0,0,7,0,"02",3,1,21,6,4,8,1,0,2,3,1,2,2,2,2,2,1,66,4,0,0,6
"0113774321105","01137743211",3,2,7,1,2,0,2,1,24,1,1,0,0,0,0,0,7,1,"05",3,2,20,6,4,6,1,0,1,0,1,2,2,2,2,2,2,0,0,0,350,6
"0113800981103","01138009811",3,2,7,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"03",3,2,21,5,4,6,1,1,2,10,1,2,2,2,2,2,1,35,1,924,0,6
"0113801751103","01138017511",3,2,7,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,21,6,4,9,1,0,1,0,1,2,2,2,2,2,1,12,3,150,0,6
"0113801751104","01138017511",3,2,7,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"04",3,1,20,6,4,6,1,1,2,3,1,2,2,2,2,2,1,35,0,0,0,6
"0150010051101","01500100511",3,2,4,4,1,99,1,1,24,1,0,0,0,0,0,0,7,1,"01",1,2,21,5,4,7,1,0,1,0,1,2,2,2,2,2,2,0,0,0,650,6
"0150020021104","01500200211",3,2,4,1,2,0,2,2,0,1,1,0,0,0,0,0,7,1,"04",3,1,19,6,4,6,1,0,1,0,1,2,2,2,2,2,1,32,1,200,0,8
"0150020301103","01500203011",3,2,4,1,2,0,2,2,0,1,0,0,0,0,0,0,7,1,"03",3,1,21,6,4,9,1,0,2,11,NA,2,2,2,2,2,2,0,0,0,0,1
"0150030931103","01500309311",3,2,4,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,19,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0150040551101","01500405511",3,2,4,1,2,0,1,1,24,1,1,0,0,0,0,0,7,2,"01",1,1,22,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,350,6
"0150040551102","01500405511",3,2,4,1,2,0,1,1,24,1,1,0,0,0,0,0,7,2,"02",11,1,19,6,4,7,1,0,1,11,1,2,2,2,2,2,2,0,0,0,350,6
"0150041151103","01500411511",3,2,4,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,2,20,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,625,6
"0150041301103","01500413011",3,2,4,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"03",3,1,20,6,4,7,1,0,2,2,2,2,2,2,2,2,1,54,0,300,0,6
"0150050651103","01500506511",3,2,4,1,2,0,1,1,12,1,1,0,0,0,0,0,7,1,"03",3,1,20,6,4,6,2,0,1,0,1,2,2,2,2,2,2,0,0,0,130,6
"0150060021102","01500600211",3,2,4,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"02",3,2,19,6,4,6,1,0,1,0,1,2,2,2,2,2,1,58,0,140,0,6
"0150060421102","01500604211",3,2,4,1,1,247,1,1,24,1,0,0,0,0,0,0,7,0,"02",2,2,21,1,4,6,2,1,2,5,1,2,2,2,2,2,1,4,11,0,640,8
"0150060521103","01500605211",3,2,4,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,22,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,350,6
"0150070251101","01500702511",3,2,4,1,6,0,1,1,24,1,1,0,0,0,0,0,7,1,"01",1,2,21,6,4,7,1,0,1,0,1,2,2,2,2,2,2,0,0,0,900,6
"0150070341102","01500703411",3,2,4,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"02",3,1,22,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0150070391103","01500703911",3,2,4,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"03",3,1,20,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0150080121102","01500801211",3,2,4,1,2,0,1,2,0,1,1,0,0,0,0,0,7,0,"02",3,1,20,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0150080451102","01500804511",3,2,4,1,2,0,1,1,24,0,0,0,0,0,0,0,7,0,"02",5,2,21,6,4,9,2,0,1,3,1,2,2,2,2,2,1,38,2,500,0,6
"0150081821103","01500818211",3,2,4,1,2,0,1,1,22,1,1,0,0,0,0,0,7,2,"03",3,1,20,6,4,6,1,1,2,9,1,2,2,2,2,2,1,48,2,300,0,4
"0150090181103","01500901811",3,2,4,2,6,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,2,19,6,4,9,2,0,2,6,1,2,2,2,2,2,1,44,0,180,350,6
"0150090301102","01500903011",3,2,4,1,6,0,1,1,24,1,1,0,0,0,0,0,7,1,"02",3,1,20,6,4,9,1,0,2,6,1,2,2,2,2,2,2,0,0,0,200,6
"0150140251102","01501402511",3,2,4,1,2,0,1,1,24,1,0,0,0,0,0,0,7,0,"02",3,1,21,6,4,9,1,0,1,0,1,2,2,2,2,2,1,8,1,520,350,1
"0150200071102","01502000711",3,2,4,4,1,356,1,1,24,1,1,0,1,0,0,0,7,0,"02",3,2,21,6,4,7,1,0,2,6,1,2,2,2,2,2,2,0,0,0,0,6
"0150200881103","01502008811",3,2,4,1,6,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",7,1,20,6,4,9,2,0,2,6,1,2,2,2,2,2,2,0,0,0,0,5
"0150240881103","01502408811",3,2,4,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"03",3,1,21,6,4,8,1,0,2,3,1,2,2,2,2,2,2,0,0,0,0,6
"0150250361103","01502503611",3,2,4,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"03",3,2,22,6,4,8,1,0,2,3,1,2,2,2,2,2,1,56,6,500,350,6
"0150251111103","01502511111",3,2,4,1,2,0,2,1,24,1,1,0,0,0,0,0,7,2,"03",3,1,20,6,4,9,2,0,1,0,1,2,2,2,2,2,1,2,1,0,350,5
"0150290191103","01502901911",3,2,4,1,2,0,2,1,24,1,0,0,1,0,0,0,7,1,"03",3,2,19,6,4,7,1,0,1,6,1,2,2,2,2,2,1,60,1,800,350,6
"0150300111103","01503001111",3,2,7,1,6,0,1,2,0,1,1,0,0,0,0,0,7,0,"03",3,2,19,6,4,6,1,1,2,1,1,2,2,2,2,2,1,48,3,930,0,6
"0150310221103","01503102211",3,2,7,1,2,0,1,1,14,1,1,0,0,0,0,0,7,1,"03",3,2,20,6,4,7,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0150310221104","01503102211",3,2,7,1,2,0,1,1,14,1,1,0,0,0,0,0,7,1,"04",3,1,19,6,4,7,2,0,1,0,1,2,2,2,2,2,1,36,1,400,0,6
"0150310571103","01503105711",3,2,7,1,2,0,2,1,24,1,1,0,0,0,0,0,7,2,"03",3,2,22,6,4,9,1,0,1,11,1,2,2,2,2,2,2,0,0,0,350,6
"0150310681103","01503106811",3,2,7,1,2,0,1,1,14,1,1,0,0,0,0,0,7,1,"03",3,1,19,6,4,6,1,1,2,1,1,2,2,2,2,2,1,24,4,0,0,6
"0150320091102","01503200911",3,2,7,4,1,198,2,2,0,1,0,0,1,0,0,0,7,0,"02",2,2,21,1,4,6,1,1,2,1,1,2,2,2,2,2,2,0,0,0,0,6
"0150320911102","01503209111",3,2,7,1,1,148,2,2,0,1,0,0,0,0,0,0,7,0,"02",2,2,22,2,4,6,1,1,2,1,1,2,2,2,2,2,1,6,6,0,0,6
"0150350981103","01503509811",3,2,7,1,2,0,1,2,0,1,0,0,0,0,0,0,7,0,"03",3,2,22,6,4,8,2,0,2,3,1,2,2,2,2,2,1,84,5,750,0,6
"0150360061103","01503600611",3,2,7,1,2,0,2,2,0,1,1,0,0,0,0,0,7,1,"03",3,1,19,6,4,9,1,0,1,0,1,2,2,2,2,2,1,24,2,0,0,6
"0150390761103","01503907611",3,2,7,1,2,0,1,2,0,1,0,0,0,0,0,0,7,0,"03",3,2,19,6,4,6,1,1,2,3,1,2,2,2,2,2,2,0,0,0,0,6
"0150391351103","01503913511",3,2,7,1,2,0,1,2,0,1,1,0,0,0,0,0,7,1,"03",3,2,19,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0150430581102","01504305811",3,2,7,4,1,198,1,1,6,1,0,1,0,0,0,0,7,0,"02",3,1,22,6,4,6,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,7
"0150431021103","01504310211",3,2,7,1,2,0,1,1,7,1,1,1,0,0,0,0,7,0,"03",3,2,20,6,4,7,1,0,1,0,1,2,2,2,2,2,1,18,7,0,0,7
"0150480681104","01504806811",3,2,7,1,2,0,2,1,6,1,0,1,0,0,0,0,7,0,"04",3,2,22,5,11,6,1,1,2,1,1,2,2,2,2,2,1,28,2,0,960,3
"0150580201103","01505802011",3,2,7,1,2,0,2,1,24,1,1,0,0,0,0,0,7,1,"03",3,2,22,6,4,9,2,0,1,6,2,2,2,2,2,2,1,78,9,0,0,6
"0150590161103","01505901611",3,2,7,1,2,0,2,1,24,1,1,0,0,0,0,0,7,2,"03",3,2,21,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,1400,6
"0150600731103","01506007311",3,2,7,1,2,0,1,1,8,1,0,1,0,0,0,0,7,1,"03",3,1,22,6,11,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,3
"0150620141103","01506201411",3,2,7,1,2,0,2,1,5,1,0,0,0,0,0,0,7,1,"03",3,2,21,6,4,8,1,0,2,3,1,2,2,2,2,2,1,78,1,700,0,6
"0150631571104","01506315711",3,2,7,1,2,0,1,1,16,1,1,0,0,0,0,0,7,1,"04",3,2,19,6,4,6,1,1,2,9,1,2,2,2,2,2,1,40,1,600,0,6
"0150640741103","01506407411",3,2,7,1,2,0,1,1,24,1,0,0,0,0,0,0,7,0,"03",3,1,20,6,4,8,1,0,2,2,1,2,2,2,2,2,1,1,3,0,350,4
"0150650081102","01506500811",3,2,7,1,1,346,1,1,2,1,1,0,0,0,0,0,7,1,"02",2,2,21,1,4,7,1,0,2,6,1,2,2,2,2,2,2,0,0,0,350,6
"0150660491104","01506604911",3,2,7,1,3,0,2,2,0,1,1,0,0,0,0,0,7,1,"04",3,1,20,6,4,7,2,0,1,6,1,2,2,2,2,2,1,60,0,0,0,6
"0150680671103","01506806711",3,2,7,1,2,0,2,1,24,1,1,0,0,0,0,0,7,0,"03",3,1,21,6,4,7,2,0,1,0,1,2,2,2,2,2,1,14,9,0,0,6
"0150680791103","01506807911",3,2,7,4,2,0,1,1,24,1,1,0,1,0,0,0,7,0,"03",3,2,22,6,4,9,2,0,1,0,1,2,2,2,2,2,1,48,6,1025,350,7
"0150680941103","01506809411",3,2,7,1,2,0,2,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,19,6,4,6,1,1,2,3,1,2,2,2,2,2,1,14,11,0,350,6
"0150690521102","01506905211",3,2,7,4,1,178,1,2,0,1,1,0,0,0,0,0,7,0,"02",2,2,19,1,4,9,2,0,2,11,1,2,2,2,2,2,2,0,0,0,430,6
"0150691411101","01506914111",3,2,7,4,1,138,2,2,0,1,1,0,0,0,0,0,7,0,"01",1,2,22,6,4,8,1,0,2,1,1,2,2,2,2,2,1,66,5,500,0,6
"0150710561103","01507105611",3,2,7,1,2,0,1,1,24,1,0,0,0,0,0,0,7,0,"03",3,1,22,6,4,10,2,0,1,3,1,2,2,2,2,2,1,84,0,0,0,6
"0150720221104","01507202211",3,2,7,1,2,0,1,1,2,1,1,0,0,0,0,0,7,1,"04",3,2,21,6,4,9,2,0,2,6,1,2,2,2,2,2,2,0,0,0,0,6
"0150720831104","01507208311",3,2,7,1,6,0,1,1,2,1,1,0,1,0,0,0,7,1,"04",3,2,20,6,4,9,1,0,2,6,2,2,2,2,2,2,2,0,0,0,350,6
"0150740421104","01507404211",3,2,7,1,2,0,2,1,24,1,1,0,0,0,0,0,7,3,"04",3,1,19,6,4,6,2,0,1,0,1,2,2,2,2,2,2,0,0,0,350,6
"0150740691102","01507406911",3,2,7,1,2,0,1,1,24,1,0,0,0,0,0,0,7,0,"02",3,1,22,6,4,8,2,0,2,3,1,2,2,2,2,2,1,7,6,40,350,6
"0150740691103","01507406911",3,2,7,1,2,0,1,1,24,1,0,0,0,0,0,0,7,0,"03",3,1,20,6,4,6,1,1,2,1,1,2,2,2,2,2,1,5,1,0,350,6
